,0,1
345,"('ItsOn', {'region': 'SF Bay Area', 'cat': 'Mobile Devices', 'uuid': 'd98fc401-0131-96ec-b5a3-392823d11d48'})",534
346,"('Henry Kravis', {})",534
347,"('PayActiv', {'region': 'SF Bay Area', 'cat': 'Employee Benefits', 'uuid': '476db60e-56d9-a4b5-f459-be7a42e25db6'})",534
348,"('Lifefactory', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '5feb8f2a-23a7-5be6-df52-590a548af11c'})",534
349,"('XSeed Capital', {})",534
350,"('Qik', {'region': 'SF Bay Area', 'cat': 'Messaging', 'uuid': '59800a12-290f-76e9-153b-5315b9c71aed'})",534
351,"('Thomas', {})",534
352,"('Sam Altman', {})",534
353,"('Cisco, Swisscom Ventures', {})",534
354,"('Iamba Networks', {'region': 'SF Bay Area', 'cat': 'Public Relations', 'uuid': 'e94f6d8a-65a2-d66f-aa6f-50438b0bae99'})",534
355,"('Shaoqing Sun', {})",534
356,"('RUSNANO', {})",534
357,"('Jarl Mohn', {})",534
358,"('SBI Asset Management', {})",534
359,"('Neon Labs', {'region': 'SF Bay Area', 'cat': 'Image Recognition', 'uuid': '8e020ee0-ba70-7061-47bc-edeb935fccb2'})",534
360,"('MyHealthTeams', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': 'bd67a18b-a4d3-d567-3076-f01372307fb8'})",534
361,"('SocialSamba', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '203d93a5-1e91-baf1-a59b-e96ec2a5663e'})",534
362,"('LDV Capital', {})",534
363,"('Skulpt, Inc.', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': '93cbd092-b147-09f3-41b1-622cf919eb7b'})",534
364,"('Aphelion Capital', {})",534
365,"('Eyeona', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '21987301-f313-fc25-1582-ca496762756e'})",534
366,"('SK hynix', {})",534
367,"('Backplane', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '98abbce6-19e2-b1fc-ca9e-f70b2652277a'})",534
368,"('Captain401', {'region': 'SF Bay Area', 'cat': 'Financial Services', 'uuid': '4fb73c00-6d4b-e196-ceb7-5cdebe42732d'})",534
369,"('iVentureCapital', {})",534
370,"('John Templeton Foundation', {})",534
371,"('Syapse', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'ca94432a-bf1e-93c0-e249-cb9e63a65470'})",534
372,"('Color Genomics', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'cf6d3339-99d3-6ff2-4709-3f071d130750'})",534
373,"('Lookery', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '50801841-45d2-5027-329d-fc63a12a0b62'})",534
374,"('Helion Venture Partners', {})",534
375,"('Clarion Direct Investment', {})",534
376,"('GitHub', {'region': 'SF Bay Area', 'cat': 'Developer Tools', 'uuid': '57fd815a-d340-c7ab-a975-dd541a71fec6'})",148
377,"('Eduardo Vivas', {})",534
378,"('Jeff Brody', {})",534
379,"('Gradle', {'region': 'SF Bay Area', 'cat': 'Developer Tools', 'uuid': 'd13bc4b7-6d53-ab43-2815-0197224cd78e'})",534
380,"('Viacom', {})",534
381,"('Greg Marsh', {})",534
382,"('David Gardner', {})",534
383,"('Lead - ClearBridge Investments', {})",534
384,"('Michael Jin', {})",534
385,"('Massey Burch Capital Corporation', {})",534
386,"('Alex Welch', {})",534
387,"('Wellcore', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '52c799b8-a61f-b7bc-3760-5539266a341f'})",534
388,"('Lead - Launchpad Digital Health', {})",534
389,"('enSilo', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': '6bd9b1f6-8219-fb0a-af4f-349e6fb51b76'})",534
390,"('SV Life Sciences', {})",534
391,"('Clal Industries and Investments (CII)', {})",534
392,"('Sunshine Coast Classifieds', {})",534
393,"('Prescient Capital', {})",534
394,"('Iris Capital', {})",534
395,"('GBS Ventures Partners Limited', {})",534
396,"('Pano Logic', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': '5f056caa-a10d-506f-ce1c-73d4afede180'})",534
397,"('Duquesne Capital Management', {})",534
398,"('Fabio Federici', {})",534
399,"('Ken Hood', {})",534
400,"('Likelihood', {'region': 'SF Bay Area', 'cat': 'SaaS', 'uuid': '05fe45c2-4bd8-d311-f4e0-c677467c4809'})",534
401,"('Edward Ludwig', {})",534
402,"('Jay Srinivasan', {})",534
403,"('Healthiest You', {'region': 'SF Bay Area', 'cat': 'Fitness', 'uuid': '3bce2f12-ea84-fcd6-6375-ae58dd22b74e'})",544
404,"('SmartSpot', {'region': 'SF Bay Area', 'cat': 'Sports', 'uuid': 'f57640a3-c55e-4251-3190-e0446b3eebc5'})",534
405,"('Marketo', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '9bb34518-db4f-7bcf-f9f1-5da5fafd937f'})",393
406,"('WhiteHat Security', {'region': 'SF Bay Area', 'cat': 'Network Security', 'uuid': 'a5ea9364-c245-2b20-c11e-5650764c7331'})",534
407,"('Schneider Electric', {})",534
408,"('Chengwei Capital', {})",534
409,"('Fetch Robotics', {'region': 'SF Bay Area', 'cat': 'Industrial', 'uuid': 'de76ed42-2a23-2ff0-f23a-e46b1d55d0cb'})",534
410,"('Foresight Ventures', {})",534
411,"('AMD Ventures', {})",534
412,"('Lightside Games', {'region': 'SF Bay Area', 'cat': 'Gaming', 'uuid': 'a2b8f70a-6312-d6bd-3c96-0fa07d978304'})",534
413,"('Xiaomi', {})",534
414,"('Artiman Ventures', {})",240
415,"('John Mayes', {})",534
416,"('ACE & Company', {})",534
417,"('Fenway Partners', {})",534
418,"('Joyent', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'e497bb8b-bc47-8eaf-b9a2-ae9b45b14fa4'})",512
419,"('Lead - AXA Strategic Ventures', {})",534
420,"('Greenline Industries', {'region': 'SF Bay Area', 'cat': 'Clean Energy', 'uuid': '8d1a75f8-c088-5c05-1c5f-8c5ef99304cf'})",534
421,"('Jon Staenberg', {})",534
422,"('Tenex Greenhouse Ventures', {})",534
423,"('Peeyush Ranjan', {})",534
424,"('Lead - Split Rock Partners', {})",534
425,"('Istanta Group', {})",534
426,"('Whitney Bouck', {})",534
427,"('Eyal Gura', {})",534
428,"('Business Engine', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'efcb3cc9-c0ed-38e1-afdb-16e247313d91'})",433
429,"('Encentuate', {'region': 'SF Bay Area', 'cat': 'Enterprise', 'uuid': '63e6747d-4821-884e-bda2-beae17c899a0'})",534
430,"('SubPac', {'region': 'SF Bay Area', 'cat': 'Audio', 'uuid': '3a77103e-51a4-43e0-f902-f06c86fe998f'})",534
431,"('Ascend Consumer Finance', {'region': 'SF Bay Area', 'cat': 'Consumer Research', 'uuid': '00d5b4ae-83c3-4eb7-dd88-c8be8c95b216'})",534
432,"('Felix Capital', {})",534
433,"('Warner Music Group', {})",534
434,"('National Semiconductor', {})",534
435,"('Adam Leber', {})",534
436,"('Cantabria Capital', {})",534
437,"('AccuraGen Holdings', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '779e15e0-1261-9333-2b4c-5a2d69e930fd'})",534
438,"('Felton Group LLC', {})",534
439,"('CityStash Holdings', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '691f2715-aa17-c195-453a-508f79eab73f'})",534
440,"('Young Song', {})",534
441,"('Mitsubishi International Corporation (MIC)', {})",534
442,"('Apropose', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'c7c3b54a-011f-ce09-5ec1-f5a160d259a4'})",534
443,"('Andy Palmer', {})",534
444,"('BlueRoads', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '53cd3d53-2837-6e36-16ba-cc84e4880f1e'})",534
445,"('Perpetual Entertainment', {'region': 'SF Bay Area', 'cat': 'Digital Entertainment', 'uuid': '92e1d3f8-09ef-6aa9-277d-67956faf1ada'})",534
446,"('Mark Silverman', {})",534
447,"('App.net', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '42078ea8-da85-f4e7-10b2-b7dba0ee84a7'})",534
448,"('GrubMarket Inc', {'region': 'SF Bay Area', 'cat': 'E-Commerce', 'uuid': '54219e4d-1a16-d97e-9088-ac29cbcfa28f'})",534
449,"('J.P. Morgan Securities Inc., Acadia Woods Partners', {})",534
450,"('Motorola Solutions Venture Capital', {})",534
451,"('Anagran', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '8015015f-84dc-7a7b-0d3b-71f4a0664133'})",534
452,"('Energy Capital Partners', {})",260
453,"('Eli Lilly', {})",534
454,"('Blowtorch', {'region': 'SF Bay Area', 'cat': 'Media and Entertainment', 'uuid': '5df6506d-aabe-b5d3-15ee-3ab9d1099e7a'})",431
455,"('Trigo Technologies', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'cd62e854-c12f-6a7d-844d-363c2c932528'})",534
456,"('Winery Exchange', {'region': 'SF Bay Area', 'cat': 'Food and Beverage', 'uuid': 'e3c55b49-8927-0533-dbbf-fb3f9dc4381f'})",534
457,"('Sendmail', {'region': 'SF Bay Area', 'cat': 'Email', 'uuid': 'd9e55d17-0de7-dfbb-d412-43ddd752f056'})",534
458,"('WK Technology Fund', {})",534
459,"('LearnSprout', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '73e9e438-e332-13c9-aef7-f3511000323d'})",534
460,"('Zangi', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '3cfd8716-4734-03e6-a9ec-c3587b6174c6'})",534
461,"('Ashish Gupta', {})",534
462,"('Yan-David Erlich', {})",534
463,"('Redbubble', {'region': 'SF Bay Area', 'cat': 'Art', 'uuid': '3fec289a-836b-d9c2-8b63-9e442f9d3f71'})",534
464,"('ACCO SA', {'region': 'SF Bay Area', 'cat': 'Product Design', 'uuid': '81e2fc54-cab0-dfb6-0901-391bfa8cab8a'})",534
465,"('Telerivet', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '8bf90241-bbe4-547c-2be1-8e361ae51163'})",534
466,"('H&Q Healthcare Investors', {})",534
467,"('Industrial Investment Corporation', {})",534
468,"('Primus Capital', {})",534
469,"('HSBC', {})",135
470,"('Gemmus Pharma', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '60456563-607a-55f4-c441-104e71adcfca'})",534
471,"('SeatWish', {'region': 'SF Bay Area', 'cat': 'Marketplace', 'uuid': '1c0b41ef-555c-2274-7857-5a90a3cc9d9b'})",534
472,"('E-Merge', {})",534
473,"('Colopl VR Fund', {})",534
474,"('Jörg Haberkorn', {})",534
475,"('Portugal Ventures', {})",534
476,"('Lead - VantagePoint Capital Partners', {})",446
477,"('Qnovo', {'region': 'SF Bay Area', 'cat': 'Battery', 'uuid': 'a1e90426-e67a-41a6-e8cf-19bb52c9956e'})",534
478,"('Codenvy', {'region': 'SF Bay Area', 'cat': 'Developer Tools', 'uuid': 'a628ad5d-99d2-f4f3-cad1-f1be2f9bfa38'})",534
479,"('Coffee Meets Bagel', {'region': 'SF Bay Area', 'cat': 'Dating', 'uuid': '1f43d85b-9d36-59bf-73c2-32d5c663094e'})",534
480,"('SherpaShare', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '0965c545-10ac-6c10-580d-78107a41c4b2'})",534
481,"('Agari', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': 'a0386557-0ef0-cd91-8ffa-b7f4e3902b34'})",534
482,"('Drivemode', {'region': 'SF Bay Area', 'cat': 'Automotive', 'uuid': 'cfd0d0f9-5253-aa42-5546-ed38f56d6c8a'})",534
483,"('InVisage Technologies', {'region': 'SF Bay Area', 'cat': 'Manufacturing', 'uuid': '9a406e7d-7142-f328-7557-7ce61a1bd50e'})",453
484,"('Brian Finn', {})",534
485,"('Vernon Altman', {})",534
486,"('Turner Broadcasting', {})",534
487,"('CytoVale', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'f3f5d35d-d72f-3f47-163a-e1635693eab7'})",534
488,"('Joseph Malchow', {})",534
489,"('Paul Pressler', {})",534
490,"('String Ventures', {})",534
491,"('Skolkovo Foundation', {})",534
492,"('Causata', {'region': 'SF Bay Area', 'cat': 'Artificial Intelligence', 'uuid': '709f2145-09e5-dfc6-1154-7622091d4252'})",534
493,"('Anne Mitchell', {})",534
494,"('Viralheat', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '500ae0bc-dcb0-9d61-f228-92289c56a8ef'})",534
495,"('Meldium', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': '9eb3dd2a-4cb9-b2b8-3a06-cd7a025dae4e'})",534
496,"('Joseph Goodman', {})",534
497,"('Sean Behr', {})",534
498,"('Harmony Investments', {})",534
499,"('Exavio', {'region': 'SF Bay Area', 'cat': 'Broadcasting', 'uuid': '31aa08aa-b8bd-0273-ba0e-88cc3485a7a9'})",534
500,"('mFoundry', {'region': 'SF Bay Area', 'cat': 'Banking', 'uuid': '1b3dbc1c-8659-49b1-34e4-e43399e9fd75'})",453
501,"('iBuildApp', {'region': 'SF Bay Area', 'cat': 'Android', 'uuid': '4589ce8b-9e09-fc6d-4734-1008fe4445ba'})",534
502,"('Retronaut.co', {'region': 'SF Bay Area', 'cat': 'Digital Media', 'uuid': 'f07baa6d-33c0-6b11-a8f5-af2a6301ce8a'})",534
503,"('Ventech', {})",534
504,"('DeBartolo Family Foundation', {})",534
505,"('Filecoin', {'region': 'SF Bay Area', 'cat': 'Bitcoin', 'uuid': '4f4e0226-38df-922b-eaaf-82b534d4959f'})",534
506,"('Agami System', {'region': 'SF Bay Area', 'cat': 'Enterprise', 'uuid': '28984fa6-8e48-85f3-a25b-f5487df2fb5c'})",316
507,"('Clover Health', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '218bda65-0c8c-3bb9-30b5-0c001d41a6f0'})",286
508,"('Paul E. Jacobs', {})",534
509,"('Cyberfend', {'region': 'SF Bay Area', 'cat': 'Cyber Security', 'uuid': 'c624aa0f-6ace-8392-0df6-b76c87951076'})",534
510,"('Lead - Caixa Capital Risc', {})",534
511,"('Evergreen Investments', {})",534
512,"('Streem', {'region': 'SF Bay Area', 'cat': 'Cloud Computing', 'uuid': 'a1463ed2-76fd-8aea-ffed-22bec7b5ecc0'})",534
513,"('Leia Inc.', {'region': 'SF Bay Area', 'cat': 'Consumer Electronics', 'uuid': 'e1bb7b08-ecb0-8838-ed46-717d7324539c'})",534
514,"('Robert Stefanski', {})",534
515,"('Operators Fund', {})",534
516,"('RTB-Media', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '1e91bbef-97be-4c4c-73f0-4f7d99af9b7f'})",534
517,"('InfluxData', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'ebbf81a7-1e73-b149-eb90-81473059c10c'})",534
518,"('Flock', {'region': 'SF Bay Area', 'cat': 'Browser Extensions', 'uuid': '886dac3f-800a-9b51-c221-9df4133586fa'})",534
519,"('SiliconBlue Technologies', {'region': 'SF Bay Area', 'cat': 'Electronics', 'uuid': 'fac82513-4e83-8497-f7bf-63998ed44d8a'})",316
520,"('Qlika', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '6d4d1416-69de-4fcf-f00c-7f110ee18d0e'})",534
521,"('Nautic Partners', {})",469
522,"('Shinya Akamine', {})",534
523,"('Andrew Garvin', {})",534
524,"('Rinat Neuroscience', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '6ff9a399-446b-02d8-ad1f-4e6384329a41'})",534
525,"('The Yield Lab', {})",534
526,"('Replay Technologies', {'region': 'SF Bay Area', 'cat': '3D Technology', 'uuid': '655788ed-9b4f-105b-b768-8f4f889b4830'})",534
527,"('SquareOne Mail', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '4a21b165-e96c-8eb9-381d-b89ad47803c8'})",534
528,"('Agile Opportunity Fund', {})",534
529,"('Breezy', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': '28821d50-daca-33cb-f3d9-84e6950e6054'})",534
530,"('GameLayers', {'region': 'SF Bay Area', 'cat': 'Browser Extensions', 'uuid': '968f3508-fdb9-9f50-5e80-a277c68386ea'})",534
531,"('Joe Apprendi', {})",534
532,"('SiBEAM', {'region': 'SF Bay Area', 'cat': 'Developer Platform', 'uuid': '4803c019-3ecb-cc3e-a171-7626acebafd1'})",534
533,"('WANdisco', {'region': 'SF Bay Area', 'cat': 'Big Data', 'uuid': '32f04239-2874-a9db-83e2-4049521b40e4'})",534
534,"('Glengary Ventures', {})",534
535,"('Apsalar', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '9b30e203-3dfc-9a2c-d2bc-e90ed8d60363'})",534
536,"('Hughes Ventures', {})",534
537,"('Bee Partners', {})",534
538,"('Globality', {'region': 'SF Bay Area', 'cat': 'Small and Medium Businesses', 'uuid': '057b3d12-0705-be7c-c044-68bccafc7ea4'})",534
539,"('Kumar Malavalli', {})",534
540,"('Augment Investments', {})",534
541,"('StoneFund', {})",534
542,"('Lurie Investment Fund', {})",534
543,"('MG Capital', {})",534
544,"('Michael Berolzheimer', {})",534
545,"('CivicSolar', {'region': 'SF Bay Area', 'cat': 'Clean Energy', 'uuid': '1680d088-97a7-0e65-82fe-325d93e9af7e'})",534
546,"('Jim Everingham', {})",534
547,"('Edge Net Fund', {})",534
548,"('Leap Financial', {'region': 'SF Bay Area', 'cat': 'FinTech', 'uuid': 'f8b5bf71-e62e-1bdd-8456-1b7f07bc6195'})",534
549,"('Mayan Networks', {'region': 'SF Bay Area', 'cat': 'Communications Infrastructure', 'uuid': '41e26a1c-04cd-f6fe-c3a9-998a008e9580'})",534
550,"('Sofinnova Partners', {})",534
551,"('Nanostim', {'region': 'SF Bay Area', 'cat': 'Health Care', 'uuid': '0fb938c4-f19e-9456-194f-a532f874ab71'})",534
552,"('Steve Broback', {})",534
553,"('iSteps App Ventures', {})",534
554,"('Ingram Digital Ventures', {})",534
555,"('Yee Lee', {})",534
556,"('Shahid Ullah', {})",534
557,"('Lead - EPIC Ventures', {})",534
558,"('Moxiter', {'region': 'SF Bay Area', 'cat': 'B2B', 'uuid': 'd8b544bd-536d-0415-46d6-5b820cee6387'})",534
559,"('Internet Television Distribution', {})",534
560,"('Harbourton', {})",534
561,"('Toba Capital', {})",534
562,"('Brad Jones', {})",534
563,"('MarketFusion', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': '773bcc84-2b1a-a767-eaaf-64f0cf2a9485'})",534
564,"('Hummer Winblad Venture Partners, U.S. Venture Partners (USVP)', {})",534
565,"('The Whittemore Collection', {})",534
566,"('Timothy Ferriss', {})",534
567,"('Spencer Hyman', {})",534
568,"('Accept Software', {'region': 'SF Bay Area', 'cat': 'Career Planning', 'uuid': 'e0e912b1-570e-f385-f509-754d4576cf4a'})",534
569,"('Klever Internet Investments Limited', {})",534
570,"('Das Narayandas', {})",534
571,"('Naveen Jain', {})",534
572,"('Splice Machine', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '50f15ec8-ad83-0ea5-c38c-f34aefbed433'})",534
573,"('Proteus Digital Health', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'eba0467d-f4f6-b609-64ae-caf0e22b7c0a'})",106
574,"('Qumu', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': 'e73e8c99-2829-63f1-bd07-827a2d34f8b3'})",534
575,"('Nanochip', {'region': 'SF Bay Area', 'cat': 'Data Storage', 'uuid': '0482f25e-d312-ffdd-3b36-9f0ea8964ed5'})",534
576,"('Audax Group', {})",534
577,"('Golden Gate Ventures', {})",534
578,"('Ingenuity Systems', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '43e53ba5-1db1-a216-cea2-44282c76197b'})",534
579,"('Seacrest Global Group', {})",534
580,"('StreamLoan', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'b7c35c6d-a592-20cd-f8bf-ca1dfdb610ba'})",534
581,"('EDS (Electronic Data Systems)', {})",260
582,"('QBotix', {'region': 'SF Bay Area', 'cat': 'CleanTech', 'uuid': 'b06fda23-f632-6460-8a10-46e7cbfaf028'})",534
583,"('China TBE Capital Partners Inc.', {})",534
584,"('Samplify Systems', {'region': 'SF Bay Area', 'cat': 'Intellectual Property', 'uuid': '2dcc98c6-7181-eaa2-8353-c175edfbf23e'})",534
585,"('Oxford Capital Partners', {})",534
586,"('Martín Alcalá Rubí', {})",534
587,"('PowerCore', {'region': 'SF Bay Area', 'cat': 'Information Technology', 'uuid': 'ffdfc3c8-c37e-e3da-b5f4-c3ef71013e31'})",534
588,"('Alta Partners', {})",534
589,"('Siguler Guff & Company', {})",534
590,"('Entree Capital', {})",534
591,"('Pilot House Ventures', {})",534
592,"('Venture Founders', {})",534
593,"('UserVoice', {'region': 'SF Bay Area', 'cat': 'Customer Service', 'uuid': 'e3d06cc1-10f4-d5aa-4064-386d120bb9fd'})",534
594,"('Forsythe', {})",534
595,"('Symic Biomedical', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': 'a0110838-4457-0652-d36d-6a5aca3a437c'})",534
596,"('Josh Silverman', {})",534
597,"('ShiftMobility', {'region': 'SF Bay Area', 'cat': 'Software', 'uuid': '252b8a20-7cdd-3d0e-d223-af1076225f55'})",534
598,"('Mehdi Maghsoodnia', {})",534
599,"('Andrew Razeghi', {})",534
600,"('Carbon', {'region': 'SF Bay Area', 'cat': '3D Printing', 'uuid': '2df02ab1-bb60-60e3-d147-0e03ef04d0d5'})",443
601,"('Cooley LLP', {})",534
602,"('Azure Capital Partners', {})",534
603,"('SenseGiz', {'region': 'SF Bay Area', 'cat': 'Hardware', 'uuid': '3d5007ad-4d2c-87e1-86c9-e8983514217e'})",534
604,"('Nicolas Berggruen', {})",534
605,"('GrowthWorks Atlantic Venture Fund', {})",534
606,"('McGraw-Hill Companies', {})",534
607,"('AlephCloud Systems', {'region': 'SF Bay Area', 'cat': 'Enterprise Software', 'uuid': 'be301e38-15b4-808a-9587-2ad3522aa121'})",534
608,"('Lead - Ignition Partners', {})",534
609,"('Tim Koogle', {})",534
610,"('BaseHealth', {'region': 'SF Bay Area', 'cat': 'Biotechnology', 'uuid': '571d592e-e39c-dfd9-a21e-814d03be618b'})",534
611,"('Paul English', {})",534
612,"('Undercurrent', {})",534
613,"('Rick Thompson', {})",534
614,"('FreeMonee', {'region': 'SF Bay Area', 'cat': 'Advertising', 'uuid': '6c275255-3d03-56c4-e5f0-1e489c4e4753'})",534
615,"('Trooly', {'region': 'SF Bay Area', 'cat': 'FinTech', 'uuid': 'a6c8873c-9f82-6af1-b512-706c7593c341'})",534
616,"('Lead - Index Ventures', {})",534
617,"('LED Engin', {'region': 'SF Bay Area', 'cat': 'Lighting', 'uuid': 'a236b9be-740a-e205-0d46-51721e813dbd'})",534
618,"('Alexander Amand', {})",534
619,"('PLUG & PLAY', {})",534
620,"('Steve Kleiman', {})",534
621,"('Narr8', {'region': 'SF Bay Area', 'cat': 'Apps', 'uuid': 'fcbff8c0-eb0c-8463-49fc-4cb7e9697e5a'})",534
622,"('Load DynamiX', {'region': 'SF Bay Area', 'cat': 'Computer', 'uuid': '1b9eb4c3-a488-5182-ff0f-cdbe61e28b30'})",534
623,"('Traverse Networks', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': 'abc05ad7-7502-6d42-6549-346dad2a89b3'})",534
624,"(""Steve O'Brien"", {})",534
625,"('Tyco Retail Solutions', {})",534
626,"('Innovation Works', {})",534
627,"('Silicon Valley Data Capital', {})",534
628,"('Tidemark', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': 'bb241da5-1015-e90d-5743-50bbd0a161a7'})",534
629,"('Ilya Sukhar', {})",534
630,"('Kenneth Kannapan', {})",534
631,"('Taiho Ventures', {})",534
632,"('Rahul Vohra', {})",534
633,"('Brightmail', {'region': 'SF Bay Area', 'cat': 'Email', 'uuid': 'c32ded9e-0ea3-32ae-f7cb-2027910b4b46'})",534
634,"('StudyBlue', {'region': 'SF Bay Area', 'cat': 'Crowdsourcing', 'uuid': '4b91f56a-bb3f-16b1-9683-bd67ede60529'})",534
635,"('Quantivo', {'region': 'SF Bay Area', 'cat': 'Analytics', 'uuid': '1369c9f9-ff6f-83ab-4043-3a2d7e4b2f47'})",534
636,"('Delectable', {'region': 'SF Bay Area', 'cat': 'Mobile', 'uuid': '23760608-f801-1346-2dd1-8719ccccd385'})",534
637,"('Michael Parekh', {})",534
638,"('Ed Fu', {})",534
639,"('Chris Burke', {})",534
640,"('David Hauser', {})",534
641,"('Pavel Melnyk', {})",534
642,"('Deobrat Singh', {})",534
643,"('Richard Dai', {})",534
644,"('UniCredit Group', {})",534
645,"('Cellworks', {'region': 'SF Bay Area', 'cat': 'Life Science', 'uuid': '94042cac-fa89-6a9d-0b07-2797a80d5ff9'})",432
646,"('Prolific Venture Capital', {})",534
647,"('iResearch Capital', {})",534
